Program Kodu,Üniversite İsmi,Program İsmi,Başarı Sırası,Başarı Puanı
107150305,MARDİN ARTUKLU ÜNİVERSİTESİ,"MESLEK YÜKSEKOKULU
Mimari Restorasyon
(2 Yıllık)",1.337.870,263.99643
108190132,NİĞDE ÖMER HALİSDEMİR ÜNİVERSİTESİ,"BOR HALİL-ZÖHRE ATAMAN MESLEK YÜKSEKOKULU
Grafik Tasarımı
(2 Yıllık)",1.337.884,263.99575
104350806,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,"TOKAT MESLEK YÜKSEKOKULU
İşletme Yönetimi
(2 Yıllık)",1.338.277,263.96911
107450974,MERSİN ÜNİVERSİTESİ,"MUT MESLEK YÜKSEKOKULU
Muhasebe ve Vergi Uygulamaları
(2 Yıllık)",1.338.422,263.95815
106870266,KİLİS 7 ARALIK ÜNİVERSİTESİ,"TEKNİK BİLİMLER MESLEK YÜKSEKOKULU
Özel Güvenlik ve Koruma
(2 Yıllık)",1.338.749,263.93746
100950354,AMASYA ÜNİVERSİTESİ,"MERZİFON MESLEK YÜKSEKOKULU
Makine
(2 Yıllık)",1.338.782,263.93533
109370173,ŞIRNAK ÜNİVERSİTESİ,"ŞIRNAK MESLEK YÜKSEKOKULU
Özel Güvenlik ve Koruma
(2 Yıllık)",1.338.805,263.93393
209810018,İSTANBUL GALATA ÜNİVERSİTESİ,"MESLEK YÜKSEKOKULU
Anestezi (Ücretli)
(2 Yıllık)",1.339.154,263.90885
101490621,ATATÜRK ÜNİVERSİTESİ (ERZURUM),"AÇIK VE UZAKTAN ÖĞRETİM FAKÜLTESİ
Grafik Sanatlar (Açıköğretim)
(4 Yıllık)",1.339.182,201.76172
300350516,LEFKE AVRUPA ÜNİVERSİTESİ (KKTC-LEFKE),"MESLEK YÜKSEKOKULU
Aşçılık (Burslu)
(2 Yıllık)",1.339.213,263.90503
100290123,ADIYAMAN ÜNİVERSİTESİ,"BESNİ ALİ ERDEMOĞLU MESLEK YÜKSEKOKULU
Büro Yönetimi ve Yönetici Asistanlığı
(2 Yıllık)",1.339.367,263.89363
102890109,ÇANKIRI KARATEKİN ÜNİVERSİTESİ,"SOSYAL BİLİMLER MESLEK YÜKSEKOKULU
Özel Güvenlik ve Koruma
(2 Yıllık)",1.339.416,263.89008
100150689,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,"MUDURNU SÜREYYA ASTARCI MESLEK YÜKSEKOKULU
Mimari Restorasyon
(2 Yıllık)",1.339.713,263.87049
102090062,BİNGÖL ÜNİVERSİTESİ,"BİNGÖL SOSYAL BİLİMLER MESLEK YÜKSEKOKULU
Turist Rehberliği
(2 Yıllık)",1.339.863,263.86129
106350396,KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ (KARAMAN),"KAZIM KARABEKİR MESLEK YÜKSEKOKULU
Çağrı Merkezi Hizmetleri
(2 Yıllık)",1.339.998,263.85292
100990036,AMASYA ÜNİVERSİTESİ,"TAŞOVA YÜKSEL AKIN MESLEK YÜKSEKOKULU
Raylı Sistemler Yol Teknolojisi
(2 Yıllık)",1.340.062,263.84845
105090176,HARRAN ÜNİVERSİTESİ (ŞANLIURFA),"ORGANİZE SANAYİ BÖLGESİ MESLEK YÜKSEKOKULU
Elektrik
(2 Yıllık)",1.340.310,263.83056
204790626,İSTANBUL OKAN ÜNİVERSİTESİ,"SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU
Ağız ve Diş Sağlığı (%50 İndirimli)
(2 Yıllık)",1.340.353,263.82761
203800150,KAPADOKYA ÜNİVERSİTESİ (NEVŞEHİR),"KAPADOKYA MESLEK YÜKSEKOKULU
Yapay Zeka Operatörlüğü (Burslu)
(2 Yıllık)",1.340.457,263.81979
108650775,PAMUKKALE ÜNİVERSİTESİ (DENİZLİ),"KALE MESLEK YÜKSEKOKULU
Turizm ve Seyahat Hizmetleri
(2 Yıllık)",1.340.578,263.81218
103690078,ERZİNCAN BİNALİ YILDIRIM ÜNİVERSİTESİ,"ÇAYIRLI MESLEK YÜKSEKOKULU
Laborant ve Veteriner Sağlık
(2 Yıllık)",1.340.580,263.81211
108953078,SELÇUK ÜNİVERSİTESİ (KONYA),"ILGIN MESLEK YÜKSEKOKULU
Mekatronik
(2 Yıllık)",1.340.736,263.8003
206010636,YAŞAR ÜNİVERSİTESİ (İZMİR),"İNSAN VE TOPLUM BİLİMLERİ FAKÜLTESİ
Uluslararası İlişkiler (İngilizce) (Ücretli)
(4 Yıllık)",1.340.738,201.57375
300551009,YAKIN DOĞU ÜNİVERSİTESİ (KKTC-LEFKOŞA),"TURİZM VE OTEL İŞLETMECİLİĞİ MESLEK YÜKSEKOKULU
Aşçılık (Burslu)
(2 Yıllık)",1.341.217,263.76802
108650687,PAMUKKALE ÜNİVERSİTESİ (DENİZLİ),"BULDAN MESLEK YÜKSEKOKULU
Büro Yönetimi ve Yönetici Asistanlığı
(2 Yıllık)",1.341.451,263.75192
106750541,KIRKLARELİ ÜNİVERSİTESİ,"LÜLEBURGAZ MESLEK YÜKSEKOKULU
Büro Yönetimi ve Yönetici Asistanlığı
(2 Yıllık)",1.341.468,263.7508
106650445,KIRIKKALE ÜNİVERSİTESİ,"FATMA ŞENSES SOSYAL BİLİMLER MESLEK YÜKSEKOKULU
İşletme Yönetimi
(2 Yıllık)",1.342.076,263.70706
200351251,AVRASYA ÜNİVERSİTESİ (TRABZON),"SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU
Anestezi (Ücretli)
(2 Yıllık)",1.342.085,263.70611
104390096,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,"TOKAT MESLEK YÜKSEKOKULU
İç Mekan Tasarımı
(2 Yıllık)",1.342.165,263.70103
102590273,MANİSA CELÂL BAYAR ÜNİVERSİTESİ,"SOMA MESLEK YÜKSEKOKULU
Madencilik Teknolojisi
(2 Yıllık)",1.342.551,263.67602
100351694,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,"KÖŞK MESLEK YÜKSEKOKULU
Lojistik
(2 Yıllık)",1.342.558,263.67543
100390132,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,"BUHARKENT MESLEK YÜKSEKOKULU
Çağrı Merkezi Hizmetleri
(2 Yıllık)",1.342.777,263.65934
107950236,TEKİRDAĞ NAMIK KEMAL ÜNİVERSİTESİ,"ÇORLU MESLEK YÜKSEKOKULU
Pazarlama
(2 Yıllık)",1.342.933,263.64905
107190023,MARDİN ARTUKLU ÜNİVERSİTESİ,"SAVUR MESLEK YÜKSEKOKULU
Harita ve Kadastro
(2 Yıllık)",1.342.964,263.64647
109550322,MUNZUR ÜNİVERSİTESİ (TUNCELİ),"TUNCELİ MESLEK YÜKSEKOKULU
Harita ve Kadastro
(2 Yıllık)",1.342.985,263.64503
300550814,YAKIN DOĞU ÜNİVERSİTESİ (KKTC-LEFKOŞA),"SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU
Odyometri (Burslu)
(2 Yıllık)",1.343.003,263.64409
102190169,BİTLİS EREN ÜNİVERSİTESİ,"ORGANİZE SANAYİ BÖLGESİ MESLEK YÜKSEKOKULU
Elektrik
(2 Yıllık)",1.343.067,263.63927
101290226,ARDAHAN ÜNİVERSİTESİ,"TEKNİK BİLİMLER MESLEK YÜKSEKOKULU
Aşçılık
(2 Yıllık)",1.343.075,263.63854
108952098,SELÇUK ÜNİVERSİTESİ (KONYA),"SİLİFKE TAŞUCU MESLEK YÜKSEKOKULU
Dış Ticaret
(2 Yıllık)",1.343.221,263.62964
100290116,ADIYAMAN ÜNİVERSİTESİ,"BESNİ ALİ ERDEMOĞLU MESLEK YÜKSEKOKULU
Bilgisayar Programcılığı
(2 Yıllık)",1.343.283,263.62476
104350393,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,"NİKSAR MESLEK YÜKSEKOKULU
Bilgisayar Programcılığı
(2 Yıllık)",1.343.725,263.59255
106190078,KARABÜK ÜNİVERSİTESİ,"YENİCE MESLEK YÜKSEKOKULU
Bilgisayar Programcılığı
(2 Yıllık)",1.344.123,263.56209
100490186,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),"BOLVADİN MESLEK YÜKSEKOKULU
Çağrı Merkezi Hizmetleri
(2 Yıllık)",1.344.793,263.51657
101290205,ARDAHAN ÜNİVERSİTESİ,"SOSYAL BİLİMLER MESLEK YÜKSEKOKULU
Büro Yönetimi ve Yönetici Asistanlığı
(2 Yıllık)",1.345.454,263.47142
300550859,YAKIN DOĞU ÜNİVERSİTESİ (KKTC-LEFKOŞA),"SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU
Yaşlı Bakımı (Burslu)
(2 Yıllık)",1.345.584,263.46217
108650881,PAMUKKALE ÜNİVERSİTESİ (DENİZLİ),"BULDAN MESLEK YÜKSEKOKULU
Mimari Restorasyon
(2 Yıllık)",1.345.823,263.44688
300511894,YAKIN DOĞU ÜNİVERSİTESİ (KKTC-LEFKOŞA),"İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ
İnsan Kaynakları Yönetimi (İngilizce) (Burslu)
(4 Yıllık)",1.345.911,200.97956
104350709,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,"ERBAA MESLEK YÜKSEKOKULU
Bankacılık ve Sigortacılık
(2 Yıllık)",1.346.125,263.42501
105150295,HİTİT ÜNİVERSİTESİ (ÇORUM),"SUNGURLU MESLEK YÜKSEKOKULU
Bilgisayar Programcılığı
(2 Yıllık)",1.346.433,263.40488
108651101,PAMUKKALE ÜNİVERSİTESİ (DENİZLİ),"ÇAL MESLEK YÜKSEKOKULU
Gıda Teknolojisi
(2 Yıllık)",1.346.553,263.39567
109950399,YALOVA ÜNİVERSİTESİ,"ARMUTLU MESLEK YÜKSEKOKULU
Halkla İlişkiler ve Tanıtım
(2 Yıllık)",1.346.594,263.39286
107050078,NECMETTİN ERBAKAN ÜNİVERSİTESİ (KONYA),"KONYA EREĞLİ KEMAL AKMAN MESLEK YÜKSEKOKULU
Makine
(2 Yıllık)",1.346.770,263.382
201650213,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),"MESLEK YÜKSEKOKULU
Bankacılık ve Sigortacılık (%50 İndirimli)
(2 Yıllık)",1.346.779,263.38137
106450217,KASTAMONU ÜNİVERSİTESİ,"MESLEK YÜKSEKOKULU
İnsan Kaynakları Yönetimi
(2 Yıllık)",1.346.861,263.3764
102750271,ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ,"BİGA MESLEK YÜKSEKOKULU
Pazarlama
(2 Yıllık)",1.347.069,263.36251
205750254,TÜRK HAVA KURUMU ÜNİVERSİTESİ (ANKARA),"ANKARA HAVACILIK MESLEK YÜKSEKOKULU
Hibrid ve Elektrikli Taşıtlar Teknolojisi (%25 İndirimli)
(2 Yıllık)",1.347.223,263.35139
201290269,DOĞUŞ ÜNİVERSİTESİ (İSTANBUL),"MESLEK YÜKSEKOKULU
Sivil Havacılık Kabin Hizmetleri (%50 İndirimli)
(2 Yıllık)",1.347.476,263.33559
204610653,NUH NACİ YAZGAN ÜNİVERSİTESİ (KAYSERİ),"İKTİSADİ, İDARİ VE SOSYAL BİLİMLER FAKÜLTESİ
Siyaset Bilimi ve Kamu Yönetimi (%50 İndirimli)
(4 Yıllık)",1.347.703,200.7726
108350618,ORDU ÜNİVERSİTESİ,"ÜNYE MESLEK YÜKSEKOKULU
Lojistik
(2 Yıllık)",1.347.880,263.30625
202352843,İSTANBUL AREL ÜNİVERSİTESİ,"MESLEK YÜKSEKOKULU
Sivil Havacılık Kabin Hizmetleri (%50 İndirimli)
(2 Yıllık)",1.347.968,263.29975
106750383,KIRKLARELİ ÜNİVERSİTESİ,"TEKNİK BİLİMLER MESLEK YÜKSEKOKULU
Elektronik Teknolojisi
(2 Yıllık)",1.348.522,263.2599
112690289,AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ,"ATATÜRK SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU
Tıbbi ve Aromatik Bitkiler
(2 Yıllık)",1.348.988,263.2266
102890354,ÇANKIRI KARATEKİN ÜNİVERSİTESİ,"ŞABANÖZÜ MESLEK YÜKSEKOKULU
Çevre Sağlığı ve Çevresel Risk Yönetimi Teknikerliği
(2 Yıllık)",1.349.038,263.2237
104790064,GÜMÜŞHANE ÜNİVERSİTESİ,"TORUL MESLEK YÜKSEKOKULU
Sosyal Hizmetler
(2 Yıllık)",1.349.144,263.21732
101290303,ARDAHAN ÜNİVERSİTESİ,"POSOF MESLEK YÜKSEKOKULU
Mahkeme Büro Hizmetleri
(2 Yıllık)",1.349.495,263.19302
300290401,GİRNE AMERİKAN ÜNİVERSİTESİ (KKTC-GİRNE),"UYGULAMALI SOSYAL BİLİMLER YÜKSEKOKULU
Muhasebe ve Finans Yönetimi (İngilizce) (Burslu)
(4 Yıllık)",1.349.547,200.55723
107951173,TEKİRDAĞ NAMIK KEMAL ÜNİVERSİTESİ,"HAYRABOLU MESLEK YÜKSEKOKULU
Büro Yönetimi ve Yönetici Asistanlığı
(2 Yıllık)",1.349.652,263.18173
110350955,ZONGULDAK BÜLENT ECEVİT ÜNİVERSİTESİ,"ALAPLI MESLEK YÜKSEKOKULU
Metalurji
(2 Yıllık)",1.349.991,263.15792
100351649,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,"SULTANHİSAR MESLEK YÜKSEKOKULU
İşletme Yönetimi
(2 Yıllık)",1.350.096,263.15025
100290137,ADIYAMAN ÜNİVERSİTESİ,"BESNİ ALİ ERDEMOĞLU MESLEK YÜKSEKOKULU
Mekatronik
(2 Yıllık)",1.350.800,263.10177
110351132,ZONGULDAK BÜLENT ECEVİT ÜNİVERSİTESİ,"ZONGULDAK MESLEK YÜKSEKOKULU (Kilimli)
Lojistik
(2 Yıllık)",1.350.877,263.09669
107950324,TEKİRDAĞ NAMIK KEMAL ÜNİVERSİTESİ,"MALKARA MESLEK YÜKSEKOKULU
Gıda Teknolojisi
(2 Yıllık)",1.350.962,263.09035
111890378,SAKARYA UYGULAMALI BİLİMLER ÜNİVERSİTESİ,"HENDEK MESLEK YÜKSEKOKULU
Hidrojen ve Enerji Depolama Teknikerliği
(2 Yıllık)",1.350.979,263.08883
108750386,RECEP TAYYİP ERDOĞAN ÜNİVERSİTESİ (RİZE),"PAZAR MESLEK YÜKSEKOKULU
Tıbbi ve Aromatik Bitkiler
(2 Yıllık)",1.351.474,263.05638
101452097,ATATÜRK ÜNİVERSİTESİ (ERZURUM),"AŞKALE MESLEK YÜKSEKOKULU
Sağlık Kurumları İşletmeciliği
(2 Yıllık)",1.351.665,263.04288
110670163,BANDIRMA ONYEDİ EYLÜL ÜNİVERSİTESİ (BALIKESİR),"MANYAS MESLEK YÜKSEKOKULU
Özel Güvenlik ve Koruma
(2 Yıllık)",1.351.693,263.04082
207950363,YÜKSEK İHTİSAS ÜNİVERSİTESİ (ANKARA),"SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU
Tıbbi Veri İşleme Teknikerliği (%50 İndirimli)
(2 Yıllık)",1.351.909,263.0271
102652595,SİVAS CUMHURİYET ÜNİVERSİTESİ,"SİVAS TEKNİK BİLİMLER MESLEK YÜKSEKOKULU
Yapı Denetimi
(2 Yıllık)",1.351.990,263.02034
106050972,KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ,"AFŞİN MESLEK YÜKSEKOKULU
Büro Yönetimi ve Yönetici Asistanlığı
(2 Yıllık)",1.352.221,263.00559
108550228,OSMANİYE KORKUT ATA ÜNİVERSİTESİ,"OSMANİYE MESLEK YÜKSEKOKULU
Çevre Koruma ve Kontrol
(2 Yıllık)",1.352.226,263.00508
202390773,İSTANBUL AREL ÜNİVERSİTESİ,"SAĞLIK BİLİMLERİ FAKÜLTESİ
Çocuk Gelişimi (Ücretli)
(4 Yıllık)",1.352.452,200.20965
100450702,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),"SANDIKLI MESLEK YÜKSEKOKULU
Harita ve Kadastro
(2 Yıllık)",1.353.033,262.94716
100990028,AMASYA ÜNİVERSİTESİ,"AMASYA TEKNİK BİLİMLER MESLEK YÜKSEKOKULU
Moda Tasarımı
(2 Yıllık)",1.353.368,262.92295
106450192,KASTAMONU ÜNİVERSİTESİ,"MESLEK YÜKSEKOKULU
İşletme Yönetimi
(2 Yıllık)",1.353.381,262.92204
300211534,GİRNE AMERİKAN ÜNİVERSİTESİ (KKTC-GİRNE),"SAĞLIK BİLİMLERİ FAKÜLTESİ
Sağlık Yönetimi (İngilizce) (Burslu)
(4 Yıllık)",1.353.651,200.06047
106650181,KIRIKKALE ÜNİVERSİTESİ,"FATMA ŞENSES SOSYAL BİLİMLER MESLEK YÜKSEKOKULU
Turizm ve Otel İşletmeciliği
(2 Yıllık)",1.353.719,262.90007
206250351,İSTANBUL YENİ YÜZYIL ÜNİVERSİTESİ,"MESLEK YÜKSEKOKULU
Bankacılık ve Sigortacılık (%50 İndirimli)
(2 Yıllık)",1.353.828,262.89188
106290309,KARADENİZ TEKNİK ÜNİVERSİTESİ (TRABZON),"ARSİN MESLEK YÜKSEKOKULU
Mobilya ve Dekorasyon
(2 Yıllık)",1.353.929,262.88498
104590316,GİRESUN ÜNİVERSİTESİ,"GİRESUN MESLEK YÜKSEKOKULU
Turizm ve Seyahat Hizmetleri
(2 Yıllık)",1.354.059,262.87565
107990135,TEKİRDAĞ NAMIK KEMAL ÜNİVERSİTESİ,"TEKNİK BİLİMLER MESLEK YÜKSEKOKULU
Giyim Üretim Teknolojisi
(2 Yıllık)",1.354.735,262.82803
204752675,İSTANBUL OKAN ÜNİVERSİTESİ,"MESLEK YÜKSEKOKULU
Makine (%50 İndirimli)
(2 Yıllık)",1.354.741,262.82773
108650563,PAMUKKALE ÜNİVERSİTESİ (DENİZLİ),"BULDAN MESLEK YÜKSEKOKULU
Moda Tasarımı
(2 Yıllık)",1.354.815,262.82306
107350366,BURDUR MEHMET AKİF ERSOY ÜNİVERSİTESİ,"AĞLASUN MESLEK YÜKSEKOKULU
Bankacılık ve Sigortacılık
(2 Yıllık)",1.355.090,262.80493
108950815,SELÇUK ÜNİVERSİTESİ (KONYA),"BEYŞEHİR ALİ AKKANAT MESLEK YÜKSEKOKULU
Turizm ve Otel İşletmeciliği
(2 Yıllık)",1.355.350,262.78821
300590553,YAKIN DOĞU ÜNİVERSİTESİ (KKTC-LEFKOŞA),"İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ
Finans ve Bankacılık (İngilizce) (%50 İndirimli)
(4 Yıllık)",1.355.387,199.85473
100850567,AKSARAY ÜNİVERSİTESİ,"ORTAKÖY MESLEK YÜKSEKOKULU
Mekatronik
(2 Yıllık)",1.355.447,262.78166
107190179,MARDİN ARTUKLU ÜNİVERSİTESİ,"ORGANİZE SANAYİ BÖLGESİ MESLEK YÜKSEKOKULU
Elektronik Teknolojisi
(2 Yıllık)",1.355.512,262.77735
109050133,SİİRT ÜNİVERSİTESİ,"SOSYAL BİLİMLER MESLEK YÜKSEKOKULU
Muhasebe ve Vergi Uygulamaları
(2 Yıllık)",1.355.535,262.77523
204600129,NUH NACİ YAZGAN ÜNİVERSİTESİ (KAYSERİ),"MESLEK YÜKSEKOKULU
İnşaat Teknolojisi (Burslu)
(2 Yıllık)",1.355.685,262.76606
102750686,ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ,"YENİCE MESLEK YÜKSEKOKULU
Dış Ticaret
(2 Yıllık)",1.355.742,262.76273
200950637,BEZM-İ ÂLEM VAKIF ÜNİVERSİTESİ (İSTANBUL),"SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU
Ameliyathane Hizmetleri (%50 İndirimli)
(2 Yıllık)",1.355.822,262.75631
207650876,BİRUNİ ÜNİVERSİTESİ (İSTANBUL),"MESLEK YÜKSEKOKULU
Ağız ve Diş Sağlığı (%50 İndirimli)
(2 Yıllık)",1.355.823,262.75629
108951628,SELÇUK ÜNİVERSİTESİ (KONYA),"KULU MESLEK YÜKSEKOKULU
Elektrik
(2 Yıllık)",1.355.909,262.75051
108350521,ORDU ÜNİVERSİTESİ,"İKİZCE MESLEK YÜKSEKOKULU
Bankacılık ve Sigortacılık
(2 Yıllık)",1.356.399,262.71868
107350745,BURDUR MEHMET AKİF ERSOY ÜNİVERSİTESİ,"SOSYAL BİLİMLER MESLEK YÜKSEKOKULU
Çağrı Merkezi Hizmetleri
(2 Yıllık)",1.356.730,262.6963
200950432,BEZM-İ ÂLEM VAKIF ÜNİVERSİTESİ (İSTANBUL),"SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU
Optisyenlik (%50 İndirimli)
(2 Yıllık)",1.356.778,262.69274
107890043,MUŞ ALPARSLAN ÜNİVERSİTESİ,"TEKNİK BİLİMLER MESLEK YÜKSEKOKULU
Mekatronik
(2 Yıllık)",1.356.928,262.68139
106750789,KIRKLARELİ ÜNİVERSİTESİ,"PINARHİSAR MESLEK YÜKSEKOKULU
Kontrol ve Otomasyon Teknolojisi
(2 Yıllık)",1.356.975,262.6781
102690399,SİVAS CUMHURİYET ÜNİVERSİTESİ,"SİVAS TEKNİK BİLİMLER MESLEK YÜKSEKOKULU
Sondaj Teknolojisi
(2 Yıllık)",1.356.980,262.67749
111570294,MALATYA TURGUT ÖZAL ÜNİVERSİTESİ,"ARAPGİR MESLEK YÜKSEKOKULU
Elektrik
(2 Yıllık)",1.358.297,262.59152
209810010,İSTANBUL GALATA ÜNİVERSİTESİ,"SANAT VE SOSYAL BİLİMLER FAKÜLTESİ
Yönetim Bilişim Sistemleri (Ücretli)
(4 Yıllık)",1.358.304,199.49129
300551124,YAKIN DOĞU ÜNİVERSİTESİ (KKTC-LEFKOŞA),"MESLEK YÜKSEKOKULU
Grafik Tasarımı (Burslu)
(2 Yıllık)",1.358.312,262.59062
108570725,OSMANİYE KORKUT ATA ÜNİVERSİTESİ,"KADİRLİ MESLEK YÜKSEKOKULU
Elektrik Makineleri Bakım ve Onarımı
(2 Yıllık)",1.358.493,262.57808
101490929,ATATÜRK ÜNİVERSİTESİ (ERZURUM),"TEKNİK BİLİMLER MESLEK YÜKSEKOKULU
Su ve Atık Yönetimi Teknikerliği
(2 Yıllık)",1.358.514,262.57652
103350193,DÜZCE ÜNİVERSİTESİ,"GÖLYAKA MESLEK YÜKSEKOKULU
Turizm ve Otel İşletmeciliği
(2 Yıllık)",1.358.783,262.5579
101790149,BATMAN ÜNİVERSİTESİ,"BEŞİRİ ORGANİZE SANAYİ BÖLGESİ MESLEK YÜKSEKOKULU
Makine
(2 Yıllık)",1.358.985,262.54458
206250793,İSTANBUL YENİ YÜZYIL ÜNİVERSİTESİ,"SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU
Anestezi (%25 İndirimli)
(2 Yıllık)",1.359.056,262.53928
200390312,AVRASYA ÜNİVERSİTESİ (TRABZON),"SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU
Elektronörofizyoloji (%50 İndirimli)
(2 Yıllık)",1.359.133,262.53487
300350897,LEFKE AVRUPA ÜNİVERSİTESİ (KKTC-LEFKE),"SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU
Odyometri (Burslu)
(2 Yıllık)",1.359.274,262.52562
101850201,BAYBURT ÜNİVERSİTESİ,"DEMİRÖZÜ MESLEK YÜKSEKOKULU
Laborant ve Veteriner Sağlık
(2 Yıllık)",1.359.311,262.52261
101990054,BİLECİK ŞEYH EDEBALİ ÜNİVERSİTESİ,"MESLEK YÜKSEKOKULU
Gıda Kalite Kontrolü ve Analizi
(2 Yıllık)",1.359.607,262.49997
102950921,ÇUKUROVA ÜNİVERSİTESİ (ADANA),"KARAİSALI MESLEK YÜKSEKOKULU
Bilgisayar Destekli Tasarım ve Animasyon
(2 Yıllık)",1.359.672,262.49562
102790616,ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ,"EZİNE GIDA İHTİSAS ORGANİZE SANAYİ BÖLGESİ MESLEK YÜKSEKOKULU
Lojistik
(2 Yıllık)",1.360.263,262.45501
100650727,KIRŞEHİR AHİ EVRAN ÜNİVERSİTESİ,"SOSYAL BİLİMLER MESLEK YÜKSEKOKULU
Çağrı Merkezi Hizmetleri
(2 Yıllık)",1.360.413,262.44474
103390265,DÜZCE ÜNİVERSİTESİ,"KAYNAŞLI MESLEK YÜKSEKOKULU
Çevre Sağlığı ve Çevresel Risk Yönetimi Teknikerliği
(2 Yıllık)",1.360.496,262.43914
101550955,BALIKESİR ÜNİVERSİTESİ,"HAVRAN MESLEK YÜKSEKOKULU
Muhasebe ve Vergi Uygulamaları
(2 Yıllık)",1.360.502,262.43855
104590540,GİRESUN ÜNİVERSİTESİ,"TİREBOLU MEHMET BAYRAK MESLEK YÜKSEKOKULU
Web Tasarımı ve Kodlama
(2 Yıllık)",1.360.612,262.43069
100890125,AKSARAY ÜNİVERSİTESİ,"AKSARAY SOSYAL BİLİMLER MESLEK YÜKSEKOKULU
Ofis Teknolojileri ve Veri Yönetimi
(2 Yıllık)",1.360.708,262.42301
102390140,YOZGAT BOZOK ÜNİVERSİTESİ,"YOZGAT MESLEK YÜKSEKOKULU
Makine
(2 Yıllık)",1.361.126,262.39529
408810417,ULUSLARARASI SARAYBOSNA ÜNİVERSİTESİ (SARAYBOSNA - BOSNA - HERSEK),"EKONOMİ VE YÖNETİM BİLİMLERİ FAKÜLTESİ
İşletme (%50 İndirimli)
(4 Yıllık)",1.361.280,199.141
203551064,İZMİR EKONOMİ ÜNİVERSİTESİ,"MESLEK YÜKSEKOKULU
İnşaat Teknolojisi (%25 İndirimli)
(2 Yıllık)",1.361.310,262.38361
100451242,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),"BOLVADİN MESLEK YÜKSEKOKULU
Muhasebe ve Vergi Uygulamaları
(2 Yıllık)",1.361.400,262.3767
102690185,SİVAS CUMHURİYET ÜNİVERSİTESİ,"ŞARKIŞLA AŞIK VEYSEL MESLEK YÜKSEKOKULU
Sağlık Kurumları İşletmeciliği
(2 Yıllık)",1.361.401,262.37661
300190321,DOĞU AKDENİZ ÜNİVERSİTESİ (KKTC-GAZİMAĞUSA),"FEN VE EDEBİYAT FAKÜLTESİ
Psikoloji (İngilizce) (%50 İndirimli)
(4 Yıllık)",1.361.417,199.12247
203211086,İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ,"SAĞLIK BİLİMLERİ FAKÜLTESİ
Sağlık Yönetimi (%50 İndirimli)
(4 Yıllık)",1.361.692,199.08629
102751127,ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ,"YENİCE MESLEK YÜKSEKOKULU
Lojistik
(2 Yıllık)",1.361.770,262.34702
110650122,BANDIRMA ONYEDİ EYLÜL ÜNİVERSİTESİ (BALIKESİR),"GÖNEN MESLEK YÜKSEKOKULU
İşletme Yönetimi
(2 Yıllık)",1.362.000,262.33225
101350278,ARTVİN ÇORUH ÜNİVERSİTESİ,"ARTVİN MESLEK YÜKSEKOKULU
Özel Güvenlik ve Koruma
(2 Yıllık)",1.362.082,262.32617
300512211,YAKIN DOĞU ÜNİVERSİTESİ (KKTC-LEFKOŞA),"SAĞLIK BİLİMLERİ FAKÜLTESİ
Sosyal Hizmet (Burslu)
(4 Yıllık)",1.362.136,199.03198
300550902,YAKIN DOĞU ÜNİVERSİTESİ (KKTC-LEFKOŞA),"SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU
Radyoterapi (Burslu)
(2 Yıllık)",1.362.510,262.2954
